REF_DATE,GEO,DGUID,Age group,Sex,Income source,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2010,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,178158,A,,,0
2011,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,180122,A,,,0
2012,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,186825,A,,,0
2013,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,197110,A,,,0
2014,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,198577,A,,,0
2015,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,200940,A,,,0
2016,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,204338,A,,,0
2017,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,221772,A,,,0
2018,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,227967,A,,,0
2019,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,236044,A,,,0
2020,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,250255,A,,,0
2021,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,259634,A,,,0
2022,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,263085,A,,,0
2023,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107682456,13.1.1.1.3,276390,A,,,0
2000,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,46300,A,,,0
2001,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,46800,A,,,0
2002,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,47100,A,,,0
2003,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,46300,A,,,0
2004,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,47600,A,,,0
2005,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,48500,A,,,0
2006,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,49400,A,,,0
2007,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,50700,A,,,0
2008,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,51600,A,,,0
2009,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,50700,A,,,0
2010,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,50200,A,,,0
2011,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,50400,A,,,0
2012,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,51300,A,,,0
2013,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,52800,A,,,0
2014,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,52300,A,,,0
2015,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,52000,A,,,0
2016,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,52100,A,,,0
2017,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,55700,A,,,0
2018,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,55900,A,,,0
2019,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,57000,A,,,0
2020,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,59600,A,,,0
2021,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,60700,A,,,0
2022,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,60600,A,,,0
2023,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107682457,13.1.1.1.4,61800,A,,,0
2000,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,34000,A,,,0
2001,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,34900,A,,,0
2002,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,32900,B,,,0
2003,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,33600,B,,,0
2004,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,34000,A,,,0
2005,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,34800,B,,,0
2006,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,36300,A,,,0
2007,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,38100,A,,,0
2008,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,37700,A,,,0
2009,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,37800,A,,,0
2010,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,36100,A,,,0
2011,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,37300,B,,,0
2012,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,37800,A,,,0
2013,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,38700,A,,,0
2014,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,39400,A,,,0
2015,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,38400,B,,,0
2016,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,39300,A,,,0
2017,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,41300,A,,,0
2018,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,42100,A,,,0
2019,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,42800,A,,,0
2020,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,46200,A,,,0
2021,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,45800,A,,,0
2022,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,45600,A,,,0
2023,British Columbia,2021A000259,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107682458,13.1.1.1.5,46300,A,,,0
2000,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,731,A,,,0
2001,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,726,A,,,0
2002,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,724,A,,,0
2003,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,731,A,,,0
2004,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,734,A,,,0
2005,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,736,A,,,0
2006,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,742,A,,,0
2007,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,758,A,,,0
2008,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,768,A,,,0
2009,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,779,A,,,0
2010,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,795,A,,,0
2011,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,810,A,,,0
2012,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,820,A,,,0
2013,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,831,A,,,0
2014,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,839,A,,,0
2015,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,842,A,,,0
2016,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,855,A,,,0
2017,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,859,A,,,0
2018,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,871,A,,,0
2019,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,876,A,,,0
2020,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,873,A,,,0
2021,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,878,A,,,0
2022,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,912,A,,,0
2023,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107678854,11.1.1.1.1,939,A,,,0
2000,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,707,A,,,0
2001,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,706,A,,,0
2002,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,706,A,,,0
2003,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,713,A,,,0
2004,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,714,A,,,0
2005,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,717,A,,,0
2006,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,720,A,,,0
2007,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,736,A,,,0
2008,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,750,A,,,0
2009,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,761,A,,,0
2010,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,778,A,,,0
2011,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,792,A,,,0
2012,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,803,A,,,0
2013,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,813,A,,,0
2014,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,824,A,,,0
2015,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,825,A,,,0
2016,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,836,A,,,0
2017,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,838,A,,,0
2018,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,856,A,,,0
2019,Saskatchewan,2021A000247,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107678855,11.1.1.1.2,858,A,,,0
